tour_id,title,rating,n_reviews,duration,is_pickup_offered,is_risk_free_cancellation,overview,starting_price_usd,duration_type
111,"San Francisco Wine Tour with a Local Expert: 6 Tastings 100% Personalized",4.4,5,3.0,0,1,"Sip your way through the Napa and Sonoma Valley’s diverse selection of wine, without ever having to leave San Francisco! Zigzag your way through the buzzing streets with a Local Host who will take you (and your tastebuds!) on an adventure through California’s wine regions and give you the key to understanding its grapes, techniques and wine culture. Visit unique urban wineries which embody the spirit San Fran’s wine culture, blending a laid back attitude with incredible quality to produce full bodied reds and refreshingly crisp whites. Have a Napa experience in the heart of San Francisco, which will be fully personalized to your tastes, and you certainly don’t need to be a wine connoisseur to enjoy it! Discover how to pair wine with food as you sip on six of the region’s reds, whites and Zinfandel rosé and nibble slices of charcuterie and freshly caught seafood, as you stop off urban wineries, hidden wine bars, a waterside eatery and speciality wine stores.",220.38,"1-4 hours"
112,"Vantigo - The Original San Francisco 4 Hour VW Bus Private Tour",5.0,61,4.0,1,1,"Looking for an authentic private way to experience San Francisco? Trade the tour bus for a vintage Volkswagen van that easily navigates the city’s less-traveled lanes. Vantigo’s San Francisco City Tour takes you through 14 famed districts, and a few stops, complete with views of Alcatraz, the Golden Gate Bridge, and several other storied landmarks. Along the way, we’ll share tales of earthquakes that shaped the landscape, industrial shifts from the 1849 Gold Rush to the rise of Silicon Valley, 1960s counterculture, and surprising insights that only a local would know. Snacks, drinks, beer and wine included! Whether this is your first San Francisco visit or you’ve lived here for years, you’ll see the city from a new perspective. Book today. Then, sit back and enjoy the ride!",555.64,"1-4 hours"
113,"San Francisco Sunset Photography Tour",5.0,27,3.0,1,1,"Capture treasured memories and photographs from a San Francisco Photo Tour with Doc Miles. Sunrise and Sunset tours take photographers to locations that provide the best perspectives to capture amazing photographs of Bay Area icons and scenery. Locations along the tours take the photographer to places that are not on any tour bus, but provide extraordinary views of the city and its landmarks.",247.66,"1-4 hours"
114,"Private Muir Woods and Sausalito Half Day Tour",5.0,3,4.0,1,1,"Escape the busy city life and head to Muir Woods National Monument to spend a half-day on a privately guided tour of one of the only groves of historic coastal redwoods in the area. Stop in the seaside village of Sausalito where you’ll see stunning views of San Francisco.",565.50,"1-4 hours"
115,"4-Hour Painted Ladies and Haight-Ashbury GoCar Tour",5.0,4,4.0,0,1,"On this tour, you will see everything on the extensive 3 hour tour plus you will take the options that include a winding detour to the top of Twin Peaks, 922 feet above the City, where on a clear day you can see an epic panoramic view of San Francisco. You will then descend back down to Alamo Square to view the Painted Ladies, made famous by the popular TV show Full House, working your way back to the Presidio and Lombard Street.",220.76,"1-4 hours"
116,"Golden Gate Sail on San Francisco Bay",5.0,7,2.0,0,1,"Welcome aboard for a family friendly 1 hour 45 minute San Francisco Bay sailing tour aboard USA 76, an International America’s Cup Class racing yacht that challenged in 2003 for sporting’s oldest active trophy, the America’s Cup. Our Golden Gate Sail operates with reduced sail area which means we will sail with just the jib sail (forward sail) and will not be using the main sail on this trip. (jib only). Departing from PIER 39 in San Francisco on select summer afternoons.",NULL,"1-4 hours"
117,"San Francisco Craft Beer Walking Tour in Fisherman's Wharf and North Beach",5.0,18,4.0,0,1,"Join up to 12 drinking buddies to explore San Francisco's most vibrant neighborhoods, taking breaks to drink and learn about California craft beer at 3 locations along the way. All beer plus snacks are included!",93.56,"1-4 hours"
118,"Private 4-hour city tour of San Francisco with driver/guide with Hotel Pick Up",NULL,0,4.0,1,1,"Enjoy a private 4 hour tour with a professional and licensed driver and a separate official tour guide to get to know the best of San Francisco. Pick up will be set from your hotel in the city of San Francisco. After pick up, enjoy the best of the city. From views of Alcatraz, to Golden Gate Bridge, to a stroll down Chinatown, a view of the famous Pier 39 and never missing out Alamo Square and the Painted Ladies. Don't miss this opportunity to enjoy the beautiful city of San Francisco. This private tour will finish off at the city center of San Francisco. This is a completely private 4 hour tour of the city of San Francisco. Get to know the best parts of the city. - SAVE COVID-19 SAFE - As this is a private tour we take care of maintaining social distance",1195.16,"1-4 hours"
119,"The Best of San Francisco: Private Half-Day Walking Tour",3.7,3,4.0,0,1,"On this private half-day tour, you will see first-hand San Francisco’s colourful mix of quaint buildings and modern architecture in a stunning ocean-facing city. You will explore this fascinating urban landscape, set on the northern tip of a peninsula, shaped by glaciers, earthquakes and the Pacific’s rolling waves. Set on San Francisco's picturesque steep slopes, and enjoy a stunning skyline across streets crisscrossed by streetcars, yellow taxis and jogging trails. Enjoy a historic cable car ride from one part of the city, over Nob Hill to the waterfront. At beautiful North Beach, known colloquially as Little Italy, soak up the ambience of the city’s lively historic Italian-American community. Lastly, Fisherman’s Wharf, lined with seafood cafes, is home to basking sea lions, jugglers and mime artists and enjoys striking views across the Golden Gate Bridge, the infamous island prison on the sea, Alcatraz, and Angel Island.",521.99,"1-4 hours"
120,"SFO Pick-Up with City Sightseeing Tour",5.0,3,1.0,1,0,"This convenient form of transportation takes you from San Francisco International Airport to the all-encompassing exploration of San Francisco's sights & landmarks. It means you spend more time enjoying your trip and less time puzzling out the logistics. We use an online flight tracker to check your flight status every ten minutes to ensure an on-time pickup. Our drivers are experts in the Bay Area and are more than happy to provide recommendations. Our goal is to make sure you have a pleasant, safe, and memorable trip. COMPLIMENTARY WAIT POLICY: 30-minute complimentary wait on all domestic arrivals from gate arrival time 45-minute complimentary wait on all international arrivals from gate arrival time After this complimentary time is exceeded, wait time will be billed in half an hour increments. All fees are included except gratuity, which you will provide at the time of booking. A gratuity invoice will be sent to you from the vendor directly via email.",308.16,"1-4 hours"
